,artist,genre,lyrics,song
2868,Paolo Conte,Hip-Hop,Paolo Conte Miscellaneous Happy Feet Musica Per I Vostre Piede Madame Cosa leggerai Con che libro affascini il tuo cuore E se ti perderai nel labirinto di un amaro autore Ma tuoi piedi Taptaptatatap Ma tuoi piedi Taptaptatatap Happy feet Tadahtah Happy feet Tadahtah Happy feet Oh Oh I Love it Telefonerai Probabilmente me tuo schiavo damore Ti divertirai Che traguardi vuoi farmi trovare Ma tuoi piedi A che mostra andrai Un picasso fiamme ti può andare Ne discuterai con qualcuno che ne sa parlare Ma tuoi piede,"Happy Feet (Musica Per I Vostre Piede, Madame) "
2869,Paolo Conte,Hip-Hop,Paolo Conte Miscellaneous Novecento Dicono che quei cieli siano adatti al cavalli e che le strade siano polvere di palcoscenico Dicono che nelle case donne pallide sopra la vecchia Singer cuciano gli spolverini di percalle abiti che contro il vento stiano tesi e tutto il resto siano balle vecchio lavoro da cinesi eh eh Dicono che quella vecchia canzoncina dellottocento fa sorridere un dolce sogno certe bambole tutte trafitte da una freccia indiana ricordi del secolo prima roba di unepoca lontana epoca intravista nel bagliore bianco che spara il lampo di magnesio sul rosso folle del manganesio eh eh Indacato era il silenzio e il Grande Spirito che rellentava la brina scacciava corvi dalla collina come una vecchia cuoca una cucina sgrida fantasmi del buongustai una lenta cantilena Lasciamo stare lasciamo perdere lasciamo andare non lo sappiamo doveravamo quel mattino da vedere eh eh Doveravamo mai quel mattino quando correva il novecento le grandi gare di mocassino lassù sui palcoscenico pleistocenico sullaltopiano preistorico prima vulcanico e poi galvanico dicono che sia tutta una vaniglia una grande battaglia una forte meraviglia eh eh Galvanizzato il vento spalancava tutti garages e liberava grossi motori entusiamati la paglia volteggiava nellaria gialla più su del regno delle aquile dove laereo scintilla laereo scintillava come gli occhi del ragazzi che randagi lo guardavano tra rami del ciliegi eheh,Novecento 
2870,Paolo Conte,Hip-Hop,Paolo Conte Miscellaneous Il Treno Va Dir che ti penso è un contrasenso perchè sei sempre qui sì tra le mie dita come la vita che un sorriso vivi Il treno va scomparirà sulle sue ruote rotonde dietro alle nuvole bionde Io sono qua rimango qua quesa ruggine densa come qualcuno che pensa un treno Tu dove vai Con quei begli occhi che hai Ritornerai Me lhai promesso lo sai Il treno va scomparirà dietro alle nuvole bionde,Il Treno Va 
2871,Paolo Conte,Hip-Hop,Paolo Conte Miscellaneous Una Di Queste Notti Una collana scintilla per terra una mano l appoggia più su vicino al telefono nell oscurità Poi due orecchini con un orologio si aggiungono quel che cè già si avverte il segreto di un intimità Una di queste notti viene trovarti la tua felicità da dove arriva Quanto rimane Così va il mondo mai si saprà sì ma intanto così va il mondo cè un gran bel tempo stanotte qua Gira una giosta di scaglie di parle che abbaglia la gente che sta guardando una donna che viene e che va Tuto lì frigge bagliori di schegge di pioggie guizzanti sì la musica suona unaltra città Una di queste notti,Una Di Queste Notti 
2872,Paolo Conte,Hip-Hop,Paolo Conte Miscellaneous Pesce Veloce Del Baltico Vecchi cristalli tintinnano nel trasandato hôtel luci sinistre han le musiche non è il Guglielmo Tell la radio situata nellangolo di semioscurità sembra una pagoda mongola dellinfelicità Dadamdadam Viaggiatori di commercio rifugiatisi quassù piccioni dalle ali bagnate la pioggia assedia e non smette più guardano turno il telefono sempre impassibile il loro tempo si sbriciola sembra passabile Dadamdadam Uno dalla scala chiocciola scende da basso e sta fermo sul legno che scricchiola per la sua vetustà si venditori vecchi incantatori suggestionatori la strada fatta là fuori è stata percorsa già Dadamdadam Pesce Veloce Del Baltico dice il menu che contorno ha Torta Di Mais e poi servono polenta e baccalà cucina povera e umile fatta dingenuità caduta nel gorgo perfido della celebrità Dadamdadam,Pesce Veloce Del Baltico 
2873,Paolo Conte,Hip-Hop,Paolo Conte Miscellaneous Per Quel Che Vale Vita dartista come lho vista ho detto questa è la mia cosa resta tutto inventato e regalato chi ma Ti frusti il corpo col fiore di un bel ricordo così lamore di un giorno ha deciso già di allontanarsi di qua che decadenza la realtà che differenza un giorno fa per quel che vale è un fatto mio e chiudo gli occhi alloblio,Per Quel Che Vale 
2874,Paolo Conte,Hip-Hop,Paolo Conte Miscellaneous Inno In Re Bemolle Ecco sì dove la notte insegna pensaci pensa qualcosa per farlo soffrire di più decidi tu come vorrai il tempo è andato per abbracciato al mondo sai Se penserai eh sì sorriderai perché lo sapevamo noi come si fa cintendevamo noi di crudeltà Ah sceglilo un disco dove uno abbai follia Incendio rabbia e una storia autentica sì che torca lanima chi è innamorato di te qui sei tutta tu io sapevamo noi come si fa cintendevamo noi di crudeltà,Inno In Re Bemolle 
2875,Paolo Conte,Hip-Hop,Paolo Conte Miscellaneous GongOh Guarda cade una matita si rovescia anche il caffè lo sento che arriva lui nei paraggi intorno qui cè Gongoh è arrivato Gongoh Gongoh spirito lontano vieni nella notte blu far di mano tua un giocattolo Sto lavorando è tardi e adesso arrivi tu conversiamocome faccio Vuoi tu dirmelo Cera una volta un bel linguaggio che mai più ho parlato non ti spiace ricordarmelo Ci manca il pubblico va bene io e te siam due grandi artisti e insieme diam spettacolo del tutto illogico sillabico è per me e sensuale invisibili teorico Gonoh suonami Harlem Congo il fantasma di Chick Webb io dondolo io gongolo giocattolo È quasi lalba e fuori rosa adesso è il blu che silenzio un podi sonno è unelemosina ho fatto tutto quello che hai voluto tu un grande viaggio indietro un incantesimo Gongoh tornerai tu Gongoh Perché quando arrivi tu io rotolo mi srotolo e mi arrotolo,Gong-Oh 
2876,Paolo Conte,Hip-Hop,Paolo Conte Miscellaneous I Giardini Pensili Hanno Fatto Il Loro Tempo Guardo una strada io non ne ho mai viste così e dove vada finire non dir da qui il fondo è lucido e scuro di un nero già blu porta lontano è sicuro mai stato laggiù Ah quei bei giardini là non si vedranno più Guarda il deserto è tatuano leonesse e zulù terra di grandi sbadigli e sonagli bantù Il vento che tutto quanto sparire farà un momento giardini ci riporterà Si quei bei giardini là li rivedremo qua Giardini pensili dondola il sogno che hai come una palma un cespuglio una cosa che vuoi e vedi una strada dallalto la guardi laggiù il fondo è lucido e scuro di un nero già blu,I Giardini Pensili Hanno Fatto Il Loro Tempo 
2877,Paolo Conte,Hip-Hop,Paolo Conte Miscellaneous Schiava Del Politeama Giura che mai rinnegherai il Dio del fango dellhabanera e del fandango giurami giurami giura che mai tu passerai ad altre danze come si passa altre stanze va cè gente che ti acclama e brama su va Ah non cadere braccio al mondo il tuo mondo è qua Sono fatali le distanze e le scommesse ma schiava del gusto che dà tu sei la celebrità Giura che mai rinuncerai alla tua fama che fa di te al Politeama la regina dei cuor Giura che avrai un po di posto nel tuo cuore per questo tuo commendatore Ah giura che mai cancellerai con lacquaragia quella verniceoro che indugia sul tuo corpo genial danza per noi il ballo dei tuoi sette veli facci arrivare ai sette cieli schiava,Schiava Del Politeama 
2878,Paolo Conte,Hip-Hop,Paolo Conte Miscellaneous Chiamami Adesso Chiamami adesso sì lo che prima era era più facile è adesso che ho bisogno io di farmi trovare farmi trovare qui chiamami adesso che è più buon il mio cuore Dammi il tempo che tempo non sia Dammi un sogno che sonno non dia Chiamami adesso che non ho più niente da dire voglio parlare lo stesso insieme te voglio provare io descrivermi chiamami adesso che ho bisogno di te,Chiamami Adesso 
2879,Paolo Conte,Hip-Hop,Paolo Conte Miscellaneous Brillantina Bengalese Dimmi con chi vai e ti dirò chi sei non dirmelo non dirmelo Infuriate chiome tempestose cime leggilo non leggerlo con la brillantina bengalese testa presentati Sei nelle sue brame occhi verderame scrivilo non scriverlo ha bisogno di letteratura inglese dagliene non dargliene con la brillantina delle Indie tutto questo già lo sa non lo fare mai non spettinarmi mai,Brillantina Bengalese 
2880,Paolo Conte,Hip-Hop,Paolo Conte Miscellaneous Do Do Toute la gloire et toute lhistoire ça reste dehors dans cette chambre il seulement un qui fait ron ron Wheres glory Wheres story all outside room moon dances in blue da da da da da da da da da da da da da da da da da da da da da da da da,Do Do 
2881,Paolo Conte,Hip-Hop,Cerco lestate tutto lanno E allimprovviso eccola quàLei àpartita per le spiagge Lo sono solo quaggiù cittàSento fischiare sopra tetti Un aereoplano che se ne va Azzurro il pomeriggio àtroppo azzurro e lungo Per me mi accorgo Di non avere più risorse senza Di te e allora Io quasi quasi prendo il treno e vengo Vengo da te il treno Dei desideri nei miei Pensieri allincontrario va Sembra quandero alloratorio Con tanto sole tanti anni fa Quelle domeniche da solo In un cortile passeggiar Ora mi annoio più di allora Neanche un prete per chiacchierar Il pomeriggio àtroppo azzurro e lungo Per me mi accorgo Di non avere più risorse senza Di te e allora Io quasi quasi prendo il treno e vengo Vengo da te il treno Dei desideri nei miei Pensieri allincontrario va Cerco un podAfrica giardino Tra lOleandro e il Baobab Come facevo da bambino quàCàgente non si può più Stanno innaffiando le tue rose Non càil leone chissàdovàAzzurro il pomeriggio àtroppo azzurro e lungo Per me mi accorgo Di non avere più risorse senza Di te e allora Io quasi quasi prendo il treno e vengo Vengo da te il treno Dei desideri nei miei Pensieri allincontrario va,Azzurro 
2882,Paolo Conte,Hip-Hop,Paolo Conte Miscellaneous Reveries Nous de temps en temps nous sommes des enfants sans problèmes ni loi de nos droit est sûr les mains sales dconfiture contre le sofa De puis ce matin nos pattes sont en satin fauves les yeux pleins dsauvage dans la nuit dla savane se moquant de la rage dquelqun en panne Oh spleen oh rêverie Oh spleen oh synphonie Oh spleen oh memory Oui pardonpardon Ah oui glissons glissons Habillé en belhomme jai perdu jeunesse Mon visage de canaille en lainegrisaille Oui de temps en temps,Reveries 
2883,Paolo Conte,Hip-Hop,Paolo Conte Miscellaneous Bye Music Bye music goodnight music bye bye one only bye sentimental baby walkinever Bye music goodnight special lullaby sweet danger I walk alone silence I walk alone love sale I walk alone goodnight music bye bye,"Bye, Music "
2884,Paolo Conte,Hip-Hop,Paolo Conte Miscellaneous Epoca Epoca Degli abiti tuoi Che prezzo mi fai Vendili Pattini Sul ghiaccio che ha La tua civiltà Pattini E pur amandoti saprei Negarti tutto quel che sei Ouh Ouh Ouh Ouh Ouh Ouh Ouh Ouh Anima Che cosa farai Che cosa dirai Parla tu Anima Agli attimi miei Che senso darai Dimmelo E pur amandoli saprei Negarti tutto quel che sei Ouh Ouh Ouh Ouh Ouh Ouh Ouh Ouh Qui tu sei con Nel tempio vuoto e sordo Se parliamo non diciamo Nienti nienti E pur amandoli saprei Negarti tutto quel che sei Ouh Ouh Ouh Ouh Ouh Ouh Ouh Ouh,Epoca 
2885,Paolo Conte,Hip-Hop,Paolo Conte Miscellaneous Elisir La donna è con me è molto di più di una donna qualsiasi Io voglio lei un bene fortissimo Un grido bellissimo Canto tutto e niente Una musica senza musica Dove tutto è niente Come musica nella musica Huhm Huhm Huhm Il luogo comè Una valle di nomadi Tutto qui Ascoltami tu uomo di Neanderthal Si di Tangeri Cè qualcuno tra voi che sappia suonare Una danza vertigine un ballo frin frun Che tolga le scarpe e le calse alle femmine Suona tutto e niente Una musica nella musica Dove tutto è niente Come polvere sulla polvere Huhm Huhm Huhm Si suona così con grazzia plebea La mani che sudano Ed offrono noi caro elisir Larabesca impossibile Dove tutto è niente Solo musica brava musica E la danza splende Come un diavolo un fulmine Huhm Huhm Huhm,Elisir 
2886,Paolo Conte,Hip-Hop,Paolo Conte Miscellaneous Fritz Se potessi Ricordarmela Quella barzelleta là Che per Era il massimo Quando io facevo il clown Se sapessi Raccontarmela Riderei anchio chissà Se alla polizia Declinassi io Le mie singolarità Spegnerei Ogni intuito Raccontassi quella là Riderebbero Riderebbero Riderei anchio non so La ricordo Molto bene sì Sì benissimo pero Non la di Non la dico più Lho inghiottita È andata giù Capirebbero Capirebbero Capirei anchio chissà,Fritz 
2887,Paolo Conte,Hip-Hop,Paolo Conte Miscellaneous Un Fachiro Al Cinema Mi sono perso un film Perchè nel cinema Tre file avanti sì eri tu Passasse il sole lontanamente da qui Sopra le nebbie dell arte Io sì Come un fachiro mi stiro e rigiro E mi storco e contorco Ti guardo e non guardo più Mi sono perso un film Proprio un cinema Han dato un altro film per me Hello,Un Fachiro Al Cinema 
2888,Paolo Conte,Hip-Hop,Paolo Conte Miscellaneous Teatro Dorme un teatro Scolpito al centro di unagricola contrada Tanto qui nessuno si dispera Ei pera pera Anticamente Si sguainavano là dentro le parole Uccidere il tirano questa sera Ei pera pera Tiranni Oreste Saul Criniere antiche di tragedia e là Là nel vuoto fulvo caotico Elettra Vive recita si muove ah no La Mirra no Non ha il tiranno invece sì ce lha È lui l amore l oscuro destino Sessuale il suo sogno d inferno sì Sariva la città Tra le sue torri e le tempeste Del teatro un vento marinaio Volando la campagna tra Genova e Savona Le girava Spagna e Il teatro cominciava così il suo sonno Nei tempi moderni dai tempi moderni avvilito Lasciato abbandonato così Anticamente era l idea Di un teatro mezzo al grano Come una bevanda solto il sole Ei pera pera Dorme un teatro Il sangue finto per il sogno di Vittorio Rosso come il vino del sipario Ei pera pera Ei pera pera Ei pera pera,Teatro 
2889,Paolo Conte,Hip-Hop,Paolo Conte Miscellaneous Le Tue Parole Per Me Dimmi chi Dimmi chi Cè qualcuno Cè qualcuno che Nellaria sappia leggere Le tue parole per me Sono qui Sono qui Invisibili invisibili Eppure sono sempre qui Le parole tue per me Sì così Sì così Io le sento io le sento qui Divinamente inqiuete sì Le parole tue per me Sono qui Sono qui Dolci lune dolci donne che Sorridono eleganti e mie Le parole tue per me,Le Tue Parole Per Me 
2890,Paolo Conte,Hip-Hop,Paolo Conte Miscellaneous Quadrille I Personaggio Changez les dames Changez les dammes Je vous en prie Changez les dammes Changez les dammes Cest la folie Changez les dammes Changez les dammes Changez changez Je veux femme Je veux femme Recupérer Trés moutarde Elle est comme ça Goguenarde Nest ce pas Elle danse Toutes le quadrilles Za za za za za za za za za Elle aime danser Elle aime changer Elle aime flirter Avec des types Qui ont du charme Mais pas dmétier Changez les dammes Changez les dammes Changez changez Je veux femme Je veux femme Recupérer II Personaggio Signore vostra moglie Signore vostra moglie È creola mulatta è bianca di culatta I Personaggio Lei è nei miei pensieri lei è nei miei misteri II Personaggio Mi pare di capire che è dentro al pianoforte Che suona bello forte fondo quel salone I Personaggio La spendida canzone che sempre mi ha stregato II Personaggio O è tutta laguardiente che avete tracannato I Personaggio Elle est dans la beauté De toutes ces campagnes II Personaggio Elle est dans la finesse Dune coupe de champagne Tutti Trés moutarde,Quadrille 
2891,Paolo Conte,Hip-Hop,Paolo Conte Miscellaneous Una Faccia In Prestito Con una faccia imprestata Da un altro che se ti fa comodo D altra parte vorresti la tua Da offire quel pubblico Che ti guarda come Carnevale Si guarda una maschera Ma intanto sa che tu Non sei così Perchè la faccia che avevi Una voltra è rimasta stampata qui Nei tuoi modi di fare nel tuo Palpitare e distinguerti Nella vecchia passione Nella tentazione di essere Non piangere coglione ridi e vai Ho nostalgia di un golf Un dolcissimo golf di lana blu C era dentro un ingenuo Incantato da un artista fortissimo Stavi dietro le quinte ingolfato Di swing e di lacrime Non piangere coglione ridi e vai,Una Faccia In Prestito 
2892,Paolo Conte,Hip-Hop,Paolo Conte Miscellaneous Dont Throw It In The WC Che mania han qui Di far pulito Ma perchè perchè per chi Dont throw it Dont throw Non ti ricordi quel mio foglietto blu Ceran due note Così buttate giù Era una melodia Scritta per te E lhan buttata via Dont throw WC Its still pretty Huhm Melody Now troubled water My tune sailing help Dont throw it dont throw,Don’t Throw It In The W.C. 
2893,Paolo Conte,Hip-Hop,Paolo Conte Miscellaneous Danson Metropoli Oh Eh abitando mezzo al mondo E bevendomi un pascià tutto Tutto quel che passa dentro Camminandomi così Abitando Mezzo ai tram abitando Conversando mezzo ai tram Conversando ragionando mezzo Ai tram ragionandola così ENah Bababibebibamba bababababibaban È già un bel narcicismo de una fisa Italiana che svisa e vola sopra le Tenebre per noi che che quei de li Indiani capito vivo amigo Mi penso una Una stanzetta umida una stufetta Elettrica pero pero là en la idiosincrasia De una metropoli de donde si siente una Che gira gira girare le ruote del mondo Come essere dentro in Huh Bah Babaribababiramba Babarabaribarah HaNah Babaribarabiromba Baborabaribarah Babaribrabiram BabarambaBabaribarabiram Babiramba Babaribarabiram Barbaribarabarah ENah DaBaRiBiRamBa Eh no che vado dentro che vado dentro A spintoni nellattualità nellattualità Como spintoni mezzo ai tram non Mi prego perduto te guardo negli occhi Vedo un lampo di cretineria Ah gli occhi De la fantasia dicono No Esta è una Vera cretineria cretineria dice dice Il matador dice il venditor che te do Un piezo de lana inglesa te do un piezo De fama portuguesa non importa mister Non ne importa mister Uh Babariba Baribamba Babaribababibarah Yeah Babaribababiramba Babarababibarah Babaribarabam conversando Babariba mezzo ai tram conversando Dabaribi Dadaram Babaramaba così Leh Nah Labalibi la milonga Labalibi la canson Perdida la fama perdida Perdida la idiosincrasia de una metropli Là donde senti girare la grande predica E ride prenda questa che ne ho già Venduti mille uguali che è un successo Che è un successo no mister nella Grande predica nella grande ruota che Gira mezzo al mondo spintoni Nellattualità spintoni mezzo ai Tram anda Babaribababibomba Dabaribababarah Yeah Babaribabariromba Babarabaribarah Babaribarabaram conversando Babaribarabaram latinando Dabaridarabaram conversando così Onda Labaliba la milonga Labalibalabalah,Danson Metropoli 
2894,Paolo Conte,Hip-Hop,Paolo Conte Miscellaneous Il Miglior Sorriso Della Mia Faccia Eccoti qua tutto il sorriso che ha Sì questa mia questa mia faccia Forse non è il migliore Perchè perchè Sai la stanchezza lamore Comunque è Comunque un bel sorriso Da uomo che Da uomo ha già deciso Di avere te Chissà se vuoi chissà se puoi e se sai Leggere un po su questa faccia Ti sentirai capita Sì è così Ti sentirai pensata Sì è così Così la vita la vita Guidandomi Per una via infinita Mi lascia qui Chi sa se puoi chi sa se vuoi e se sai Capire un podi questa faccia,Il Miglior Sorriso Della Mia Faccia 
2895,Paolo Conte,Hip-Hop,Paolo Conte Miscellaneous La Zarzamora Tre passi di danza In fondo alla stanza Seta pura troverai La nonna la gonna Il filo Arianna Il Minotauro Che bella ragazza E come ramazza Con la coda passi dei Dei suoi spasimanti Centravanti Cicisbei Sulle labbra il mio color Amaranto incantator Come fuoco delirante Di amaro amor Zarzamora ormai Ramazzi tutto e da qui te ne vai Vuoi andartene di qua Sulla via del Paranà Negli specchi delloceano Ti vuoi guardar Centometrista sei già Coi tuoi bauli unaltra città Città nuovo stampo Città bastimento Ha opinioni tutte sue È ringhio è tango Ha voci azzure Scarpe punta e ritma due Fanatismo provincial Surrealismo primordial Di un barocco madornale Transcendental Vedo sempre il mio color Che dipinge il tuo splendor Lamaranto di un umano Supremo amor Zarzamora sei già Coi tuoi bauli unaltra città,La Zarzamora 
2896,Paolo Conte,Hip-Hop,Paolo Conte Miscellaneous Vita da Sosia In un angolo sperduto vivo là Campo così cosà Quando si è il sosia di qualcuno si ha Molta curiosità Di saperne qualcosa e dunque scendo città Sorpresa El comandante està quì Rapido sirvale un vermuth el Comandante està quì Curre A scetà Morena cà duorme iammeah Como una rosa rosa rosa negra và Anda Causa il buio dell appartamento i Nun puozzo valutà la supremazia è chella femmena Nun puozzo realizzà la entità concreta De lo que va pasar Matalo Matalo Cumandà tenite forma splendida habla Chellallà tu sì matator e pure arcangelo Brutal espiritual Busco en mi repertorio Un numero especial Esta es España Una casa de tolerancia Non digo lo que toco pasar la noche Mas tribolante es mejor todo olvidar Ah vida de sosia vida Che guai aggi Passà fatemi o piacere per La carità,Vita da Sosia 
2897,Paolo Conte,Hip-Hop,Paolo Conte Miscellaneous Cosa Sai Di Me Piovono applausi Dietro ai ricordi Scroscia una pioggia Strana laggiù Cosa sai di me Dona di ieri Stanca e stuccata Luomo di oggi ti troverà Cosa sai di me cosa sai di me Cosa mai fa battere il mio cuor Un immagine forse un modo di Cosa sai di cosa ne sai La banda suona gl inni di una Patria lontana sempre di più Cosa sai di me E tu cosa fai qui Luce segreta Qui cosa fai Casa sai di me cosa sai di me Se tu sai far battere il mio cuor Sì tu di me cosa sai Cosa sai di me cosa ne sai,Cosa Sai Di Me? 
2898,Paolo Conte,Hip-Hop,Paolo Conte Miscellaneous Architetture Lontane Avvenne per caso una Stradina moderna sotto la pioggia Gli ombrelli che fanno zum zum zum E l universo fa bum bum bum Lui una canzone francese Lei una rossa risata irlandese Piovvero languidi giorni Piovvero languidi giorni Sì io dovero andato Tutto mi sarei guardato E ne avrei scritto anche meglio di così Lui era un loden portato da una Dolcezza senza rimpianti Da studi classici ardenti La pipa morsa tra denti Lei era un cavallo un gatto unondata Di mare nordico al sole Vestita come uno vuole Vestita come uno vuole Due belle gambe lei e un po di Fumo azzurro lui Col permesso degli dei Gli dei dei bei sonni Gli dei dei begli anni Gli dei dell amore rosso Del fuoco nelle sottane architetture lontane La vecchia canzone francese Contro una rossa risata irlandese Gli ombrelli che fanno zum zum zum E l universo fa bum bum bum,Architetture Lontane 
2899,Paolo Conte,Hip-Hop,Paolo Conte Miscellaneous LIncantatrice Ti chiami Ines adesso il Nome che porti è Judith Forse un uomo un atimo di Confusione e lacrime tu stessa Per dare una svolta alla vita E ai segreti sì hai scelto Judith Judith sì sì Guidavo piano quel giorno Sull otto volante dei secoli dei Millenni del freddo del fuoco Del vento degli attimi La città sottostante era tutta Una casbah di baratri lo specchio Dei miraggi amore amor Oggi ho carcato il tuo cuore al Telefono non hai risposto tu Era Ines da molto lontano un Lontano intoccabile Era estate ho sentito linverno Arrivare dagli angoli da tutti Mille spifferi del nord,L'Incantatrice 
2900,Paolo Conte,Hip-Hop,Paolo Conte Miscellaneous Legendary Ive arms full night lull little leopard silent soul alI shining sorrows life I world caresses whispering tenderness I special mistress lovely house I prepare mysterious bath melancholy water barbarous queen wash weight caresses whispering happiness people queen queen carved adjectives queen carved adjectives queen carved adjectives Im alone tonight legendary girl see window ordinary world legendary smile legendary lips Im legendary miss I walk naked legendary spleen dribbling ghosts flying solitude see sweetbitter eyes lm legendary call songwriter dolls,Legendary 
2901,Paolo Conte,Hip-Hop,Paolo Conte Miscellaneous Nottegiorno Ma questa notte vivrò una faccia sarò che ride voglio godermela si tutta questa felicità Ia notte minebrierà e tutto sarà scorrevole e piena luce verrà Ia mia città con me questa gente baIla canta ride e baIla il buio è dimenticato loscuramento è finito e si baIla tutte le città questa gente baIla salta ride e baIla si è illuminata Milano si e illuminata Torino e si baIla tutte le città ah jamme jamme uaglione cca non sadduorme nisciuno embè è una grande novità,Nottegiorno 
2902,Paolo Conte,Hip-Hop,Paolo Conte Miscellaneous Irresistible Tia Juana shakin memory land Tia Juana shakin dixie band Tia Juana amazing grace beauty Tia Juana among beauties Louisiana shows Tia Juana shakin old jelly roll Tia Juana stompin oh baby doll Tia Juana amazing grace beauty Tia Juana among beauties Louisiana shows Juana Tia Juana nothing dance old marvellous ball shakin band skakin band Juana Tia Juana come shake land,Irresistible 
2903,Paolo Conte,Hip-Hop,Paolo Conte Miscellaneous Roba Di Amilcare Dal lungomare di qualche paese francese trafiggendo con gli occhi gli azzurri guardava laggiù Iho visto guardava sinistra una nebbia velata lho visto guardava Sanremo lontana e italiana Con sotto le scarpe silenzi di alta montagna e dietro le spalle guizzanti chitarre di Spagna silenzio bambino stà zitto non ridere piangere Stà bravo bambino che qui sto parlando di Amilcare Con lui cera Bigi lunghi capelli suoi candidi lisciati dal vento come onde atlantiche elastiche con laria di due che hanno trovato qualcosa volevo abbracciarli non mi veniva una scusa poi quel confuso viavai come unautopista mi sono sfuggiti e di colpo li ho persi di vista stà zitto bambino silenzio non piangere ridere stà bravo bambino che qui parlo sempre di Amilcare Andavo caccia di artisti anche menefreghisti artisti comunque artisti ovunque e comunque un po meglio di questi poeti di oggi qualunque aedi del vuoto invocato e non mai esplorato Cercavano uno per farsi contare una storia che fosse inventata infuocata da antica memoria bambino non devi toccare giocare anche fingere che questa qui vedi bambino e roba di Amilcare,Roba Di Amilcare 
2904,Paolo Conte,Hip-Hop,Paolo Conte Miscellaneous Its A Green Dream 2 Its green dream Mozambique begins Mozambique Mozambique pleasure Ill see Ill see Mozambique comes Mozambique dances lives Supercharleston talks Ladies gentlemen Messieursdames le spectacle africain va terminer Merci qui vive la nuit jai deux amours mon pays Paris Ou vous laisse dans les bras du vent on vous donne Mariam elle est à vous Nous va mais vous achetez nos disques La voix phonographique qui vient de lAmerique RazMaTaz thank you,It’s A Green Dream (2) 
2905,Paolo Conte,Hip-Hop,Paolo Conte Miscellaneous Sant America La dove o rraggiunamente nun se quaglia nun sape arrivà è mmanduline co grazia e turmiento chelli si chelli sanne parlà comodamente assettate se mettettene calmi sunà è prufessure guardanne nuttata suspiettanne na divinità surda facennose viento SantAmerica stava guardà Chiare cchiù chiare ca luna sti pparole scabbruse spiegà chelle vengono è nato triate sprufunnato dint antichità chesta è na recitazione sopraffina chi sapa ascultà chesta è ninterpretazione esclusiva chi tira accampà,Sant' America 
2906,Paolo Conte,Hip-Hop,CosÃ non cosÃ Decisamene interessante Ã cosÃ non cosÃ Mi incuriosisce il modo che ha di dare del tu Ai miei pensierinÃ discrezione ha neanche virtÃ¹ CosÃ non cosÃ CÃ nei suoi occhi un bel teatro Ã cosÃ non cosÃ GiÃ si diverte ed infiamma la mia vanitÃ Ma qui si recita senza nÃ follia nÃ serietÃ GiÃ nei miei passi una cittÃ Guardo nei giardini loro segreti e il dio Solo e mio che sa Di ocasioni e identitÃ Di allusioni e stategia e malinconia Dolce mia si CosÃ non cosÃ Ã una persona interessante Ma Ã cosÃ non cosÃ chissÃ Senza nÃ coraggio nÃ viltÃ Guardo nei giardini loro segreti eil dio Solo e mio cosÃ non cosi Ã una persona interessante sÃ qui Qui si recita senza nÃ follia nÃ serietÃ,CosÃ¬ O Non CosÃ¬ 
2907,Paolo Conte,Hip-Hop,TraballerÃ tutto il palcoscenico Si tingerÃ di un colore panico ScatenerÃ un ritmo torrido E butterÃ la danza della vanitÃ Si guarderÃ un vetro torbido Si gratterÃ un gesto intimo Si piacerÃ fino un certo punto RiprenderÃ la danza della vanitÃ Le mani dove metto le mani Sorriso dove metto il sorriso Se qualcuno interesserÃ Ba da ba di Di da du du da Da du du da du da Le mani dove metto le mani Sorrido dove metto il sorriso Se qualcuno interesserÃ Si umilierÃ un gesto timido Si gratterÃ un prurito torrido Si guarderÃ nello specchio panico E chiuderÃ la danza della vanitÃ,Danza Della VanitÃ  
2908,Paolo Conte,Hip-Hop,Tu stai guardandomi Tu stai cullandomi Tu stai pensandomi Ma non vuoi perdonare Parlare questo cuore Guidare questo amore Che sta chiamandoti Che sta illudendosi Che sta pregandoti Quindi un prete azzurro Aria di melarancia La Francia come parla Il gioco dei segreti Degli occhi addolorati Dei nostri abbracci muti Tu stai guardandomi Tu stai pensandomi Tu stai cullandomi,IntimitÃ  
2909,Paolo Conte,Hip-Hop,Una bella bici che va Silenziosa velocitÃ Sopra le distanze Le lontananze starÃ Una bella bici che va Silenziosa velocitÃ Rotolava biglie e il Giro dItalia farÃ Una bici non si ama Si lubrifica si modifica Una bici si declama Come una poesia per volare via Una bella bici che va Roteante fluiditÃ Bici futurista Bici dartista sarÃ Una bella bici che va Roteante fluiditÃ Sagoma dinamica E geometrica avrÃ Una bici vuole fama E chilometri e chilometri Una bici Ã una dama Falla vincere falla ridere Una bella bici che va Pedalante mobilitÃ Nel suo portapacchi Quel che ci ficchi ci sta Una bella bici che va Pedalante mobilitÃ Anima testarda Di una coccarda vivrÃ Una bici la si ama Come lultima delle fantasie CÃ uno scatto che ti chiama Come il fischio che hanno le frenesie,VelocitÃ  Silenziosa 
2910,Norah Jones,Hip-Hop,In message said You going bed But Im done night So I stayed read But words head Got mixed I turned light And I know To slow My minds racing From chasing pirates Well Im squeems While silliest things Floppin around brain And I try dream But possible schemes Swim around wanna drown sync And I know To slow Oh minds racing From chasing pirates And I know To slow Oh minds racing From chasing pirates My minds racing From chasing pirates My minds racing From chasing pirates,Chasing Pirates 
