,Lyrics,Artist,Song,Genre
10,"Substitute my gloom with happiness 
substitute my sickness with health 
substitute my enemies with real good friends 
Morphine & chocolate are my substitute, substitutes 
morphine & chocolate can bring me up 
can warm my heart whenever I want it 
and every once in a while when I stop and think 
morphine & chocolate are my substitute, substitutes 
And you can say ""hey, we've really come a long way"" 
and you can say ""say, it can only be this way"" 
but, you might be careful, it really, it really come a long way 
And you can say ""hey, it can only be this way"" 
but, you might be careful, it really hurts when it's real 
you might be careful, it really hurts when it's real 
you might be careful, it really hurts when it's real 
you'll go down, down, down, ooh 
Set the alarm clock, baby, 
don't you miss the sun? 
I'm feeling really warm hearted baby 
don't you know I'm feeling like someone 
I'm fearing for my heart 
Morphine & chocolate could never substitute my art! 
and that's real love baby 
and that's real love baby 
and that's real love baby


Related




 






26 Best Breakup Songs Of All Time







NEW SONG: Coldplay - 'Champion Of The World ' - LYRICS







NEW SONG: Coldplay - 'Cry Cry Cry' - LYRICS






 
 









 








 ",4 Non Blondes,Morphine & Chocolate,Rock
11,"What ya gonna do child
when your thoughts are movin' slow
find another to show you where to go
you'll be searchin' for that train
and you'll see it's a train
What ya gonna do child
when your mommy goes away
she won't take you
she'll leave you astray
you'll be searchin' for that train
and you see yourself
searchin' for somebody else
but you know for sure it's that train
What ya gonna do child
when you leave it all behind
find another, to blow it in your mind
you'll be searchin' for that train
and you'll see it's a train
and you see yourself
searchin' for somebody else
but you know for sure it's that train


Related




 






Match These Taylor Swift Songs to Her Ex-Boyfriends







NEW SONG: Coldplay - 'Champion Of The World ' - LYRICS







NEW SONG: Coldplay - 'Cry Cry Cry' - LYRICS






 
 









 








 ",4 Non Blondes,Train,Rock
12,"Bless the beasts and the children
For in this world they have no voice
They have no choice
Bless the beasts and the children
For the world can never be
The world they see
Light their way
When the darkness surrounds them
Give them love
Let it shine all around them
Bless the beasts and the children
Give them shelter from a storm
Keep them safe
Keep them warm
Light their way
When the darkness surrounds them
Give them love
Let it shine all around them
Bless the beasts and the children
Give them shelter from a storm
Keep them safe
Keep them warm
The children
The children


Related




 






26 Best Breakup Songs Of All Time







NEW SONG: Coldplay - 'Champion Of The World ' - LYRICS







NEW SONG: Coldplay - 'Cry Cry Cry' - LYRICS






 
 









 








 ",4 Non Blondes,Bless the Beasts and Children,Rock
13,"Yeah, 1994
69 Boyz lined up by the 14 by the DJ
one time
Cotton candy, sweet and low, let me see that tootsie roll
Come on, tootsie roll, just make that tootsie roll
Here we go, tootsie roll, just make that tootsie roll,Yeah, tootsie roll
Let me see that tootsie roll
Get up and roll just make that tootsie roll



Related




 






The 18 Greatest Revenge Songs of All Time







NEW SONG: Joyner Lucas - 'Lotto' - LYRICS







HOT SONG: YoungBoy Never Broke Again -'Drop'em' - LYRICS






 
 

To the left, to the left, to the right, to the right
To the front, to the front, to the back, to the back
Now slide, slide baby slide, just slide baby slide
just slide baby slide, come on come onTo the left, to the left, to the right, to the right
To the front, to the front, to the back, to the back
Now dip baby dip, come on let's dip baby dip baby
Dip baby just dip, baby dip baby dip
Just Dip, Cotton Candy sweet and low
let me see your tootsie roll
Tootsie roll, tootsie roll
let me see your tootsie roll
come on, come on tootsie roll
Tootsie roll tootsie roll.
Here we go, here we go



Check Out







NEW SONG: Lil Yachty, Drake, & DaBaby - 'Oprah's Bank Account' - LYRICS







18 Non-Traditional Yet Perfect Wedding Songs







NEW SONG: Lil Uzi Vert - 'Baby Pluto' - LYRICS







Can You Guess The Song By The Emojis?






 
 


I feel a roof dug it up
A roof dug it up, i feel a roof dug it up
A what? A roof dug it up
I feel a roof dug it up
A roof dug it up
I feel a roof dug it up
A roof dug it up
roo' Cotton candy, sweet and low, let me see that tootsie roll
Come on, tootsie roll, just make that tootsie roll
Here we go, tootsie roll, just make that tootsie roll,
i wanna see your tootsie roll
just make your tootsie roll
come onTo the left, to the left, to the right, to the right
To the front, to the front, to the back, to the back
Now slide, slide baby slide, just slide baby slide
just slide baby slide, come on come onokay i feel a roof dug it up
I feel a roof dug it up
A roof dug it up, i feel a roof dug it up
A what? A roof dug it up
I feel a roof dug it up
A roof dug it up
I feel a roof dug it up
A roof dug it up
roo' I don't know what you've been told
It ain't the butterfly it's the tootsie roll
A brand new dance so,
Grab a partner get on the dance floor
And work them hips a little bit
and do that dip a little bitOh yeah, you got it, no ifs, ands, no buts about it
And you over there with the long hair
Keep workin that derriere, cause it ain't hard
Just a brand new dance for the 1991
69 is the place to be, a yo Skee, what we came to seeCotton candy, sweet and low, let me see your tootsie roll
Here we go, come on, tootsie roll, come on, tootsie roll
Let me see your tootsie roll
Come on, tootsie roll, just dip that tootsie roll and tootsie roll
Here we go tootsie rollJust I feel a whoop comin up, a whoop comin up,
I just feel a whoop comin up, a whoop comin up,
Whoop, come on, whoop, come on
Whoop, yeah come on come on and,
Whoop whoop whoop, yeah baby
Cotton candy, sweet and low
Let me see that tootsie rollCome on tootsie roll, just make that tootsie roll
Yeah tootsie roll, gotta go make your tootsie roll
Here we go tootsie roll, just make that tootsie roll
I want to see your tootsie roll, just make them tootsie rollTo the left, to the left, to the right, to the right
To the front, to the front, to the back, to the back
Now slide, slide, slide, slide
Now slide, slide, slide, slideI feel a whoop comin on a whoop comin on
5, 4, 3, 2, 1
Come on whoop, whoop, whoop, whoop
Come on whoop, whoop, whoop, whoop
Cotton Candy sweet and low
Let me see that tootsie rollI don't know what you've been told
It ain't the butterfly it's the tootsie roll
A brand new dance so,
Grab a partner get on the dance floor
69 is the place to be, a yo Skee, what we came to seeCome on flow, oh oh let's go, let me see that tootsie roll
Here we go, come on, tootsie roll, come on, tootsie roll
Let me see your tootsie roll
Come on, tootsie roll, just dip that tootsie roll and tootsie roll
Here we go tootsie roll, just tootsie rollTo the left, to the left, to the right, to the right
To the front, to the front, to the back, to the back
Now slide, slide, slide, slide
Now slide, slide, slide, slide, come on come onTo the left, to the left, to the right, to the right
To the front, to the front, to the back, to the back
Now dip baby dip, come on let's dip baby dip
Dip baby dip, just dip baby dip baby dip just dipI feel a whoop comin on, a whoop comin on,
I feel a whoop comin on, a whoop comin on,
Oh here we go
Now whoop, whoop, whoop, whoop
Come on let's, whoop, whoop
Oh baby baby
Just roll, just roll, just roll
come on, come on, tootsie roll




 ",69 Boyz,Tootsee Roll,Hip-Hop
14,"Intro:Here they come, here they come
Here they come, here they come
Here they come, here they come
Five O, Five O, there they go, there they go
Here they come, here they come
Here they come, here they come
Here they come, here they come
Bad Boys want it so, gotta go, gotta goVerse 1: 69 Boyz



Related




 






23 One Hit Wonders You Still Can't Get Out Of Your Head







NEW SONG: Joyner Lucas - 'Lotto' - LYRICS







HOT SONG: YoungBoy Never Broke Again -'Drop'em' - LYRICS






 
 

Ooohweee, Five O on the creep
Raise the 6-4 off the concrete
Move quick, Bad Boys in hot pursuit
cos they think I got the loot
But, they got to catch my ChevroLET
I-M-P-A-L-A
OK, it gon' happen do'
cos the gas man's passed the flow
Y'know, the part of the night at Illusions
wit brainless seclusion
Uhh, if ya plan on jammin, then
my 6-4 best to keep scrammin
So hold on cos I'm dippin thru the alleyways
Roll down the window, po' out the Alize
Cos if we get a D-U-I
Then your ol' boys will go pop
cos here they come



Check Out







NEW SONG: Lil Yachty, Drake, & DaBaby - 'Oprah's Bank Account' - LYRICS







Can You Guess The Song By The Emojis?







NEW SONG: Lil Uzi Vert - 'Baby Pluto' - LYRICS







23 Boy Band Slow Jams That Made You Believe In Love






 
 


Chorus:Here they come, here they come (Is it time to DIP?!?)
Here they come, here they come (Is it time to GO?!?)
Here they come, here they come (Is it time to DIP?!?)
Five O, Five O, there they go, there they go
Here they come, here they come (Is it time to DIP?!?)
Here they come, here they come (Is it time to GO?!?)
Here they come, here they come (Is it time to DIP?!?)
Bad Boys want it so, gotta go, gotta goVerse 2: 69 BoyzBad Boys, Bad Boys, what'cha gon' do?
You gotta catch me and my crew
but, if ya wanna see me in the back seat
huh, ya gotta win this track meet
Uh, now to win first place, be in good shape
and, prepare for a good chase
Cos I'm jumpin over gates and on top of Corvettes
like Tony Dorsett
And I bet that 'cha can't catch me though
cos donuts make you run slow, y'know
But you have a good chance, if
you take off the light blue pants, and
Call your boys on the CB, uhh
and tell em if they see me
to rope me down and hold me down
but first you gotta slow me down
Cos here they COME!ChorusVerse 3: 69 Boyz, K-KnockMe, K-Knock in the wrong
Uhh, tryin to get our party on
Wit our nukes, in the rearview
we see blue, K what we gon' do?Put that thing to the blow, yo
We gotta go, we gotta go, and
don't stop for one red light
til them boys' outta sight, aight
Makin sure them po-po's
say all they saw was a LS and mo' and mo'
Cos before we catch a case
we gotta throw dust in they faceAin't no thang for the love for the jerk
And let's put these po-po's to work, uhh
Cos when his tyres start to smoke, huhh
That's all she wrote, cos here they comeChorus:(Is it time to DIP?!?)
Here they come, here they come (Is it time to GO?!?)
Here they come, here they come (Is it time to DIP?!?)
Five O, Five O, there they go, there they go
Here they come, here they come (Is it time to DIP?!?)
Here they come, here they come (Is it time to GO?!?)
Here they come, here they come (Is it time to DIP?!?)
Five O, Five O, there they go, there they goHere they come, here they come (Is it time to DIP?!?)
Here they come, here they come (Is it time to GO?!?)
Here they come, here they come (Is it time to DIP?!?)
Five O, Five O, there they go, there they go




 ",69 Boyz,"Five-o, Five-o (here They Come)",Hip-Hop
15,"[We call it the train!]
(Oooooooh, here come that train!)Chorus:
Engine engine 69, headed down the party line
And if that train go off the track,
Then you know that party sho' nuff bite
So don't miss that train, baby!
So don't miss that train!69 doin' it one mo' time, so come on, ride that thang, baby!
Verse 1
THRILL DA PLAYA:
All aboard, all ya ladies, just work it on down
Get ya pass for the party train that's on the way to your town
And don't be shame-faced, baby, 'cause it ain't no thang
I won't tell if you won't tell that you done rode the train
ROTTWEILER:
So don't try to act like you don't know what I'm talkin' 'bout
It's plenty of guys so you can bring some friends to help you out
And it's a real LONG line, uh, so I hope you can hang
And if you come it's gon' be fun, yo, so don't miss that tr-ain!


Related




 






11 Delicious Misheard Lyrics About Food







NEW SONG: Joyner Lucas - 'Lotto' - LYRICS







HOT SONG: YoungBoy Never Broke Again -'Drop'em' - LYRICS






 
 

Bridge 1:
(I think I can) I know you can
(I think I can) Girl, I'm sure you can
(I think I can) Matter fact, I know you can
It's a round-trip ticket to Ding-a-Ling Land!ChorusLike I said, pimpin' ain't dead, come on, ride that thang, baby!Bridge 2:
(Oooooooh, here come that train!) You betta not miss it, baby!
(Oooooooh, here come that train!) Betta get yo' ticket, baby!
(Oooooooh, here come that train!) And don't be actin' ashamed!
(Oooooooh, here come that train!) Here come dat party train!




Check Out







NEW SONG: Lil Yachty, Drake, & DaBaby - 'Oprah's Bank Account' - LYRICS







23 Boy Band Slow Jams That Made You Believe In Love







NEW SONG: Lil Uzi Vert - 'Baby Pluto' - LYRICS







26 Best Breakup Songs Of All Time






 
 


Verse 2
THRILL DA PLAYA:
Come on, come on, come on, come on, hey, don't miss that train!
It's 69, it's party time, and oh yeah, we got them chicken wings!
We got that Parignon too, and much hors d'ourves
And long spicy sausages, so ladies, come get served!
ROTTWEILER:
So get to the party, baby, uh, 'cause this gon' be hype
Get your bags, that gin n' juice, and wait by the railroad track
So ladies, bring your friends, and please make sure they're fine
And hurry up, 'cause I'd hate to see you miss Engine 69, uh!Bridge 1ChorusLike I said, the party ain't dead, come on and ride that thang, baby!
Bridge 2Verse 3
THRILL DA PLAYA:
Hey now, lil' roadie, uh, all the way to the end
Get on the train and shake that thang, 69 comin' one mo' gen
Put on some boots, some skin-tight Dukes, uh, and get wild and loose
If ain't no room in your freight compartment,
There's room in my caboose!
ROTTWEILER:
So just be ready to go, ba-by, when we come to your town
I wanna put this choo-choo in yo' poo-poo, and work it on down
'Cause it's much faster than Greyhound,
And a whole lot cheaper than a plane
So get on the tracks, put a Hump N' Ya Back, uhh,
And get on this SOULLLLLLLLL TRAIN![2x]
So don't miss that train, baby! Don't miss that train!
Like I said, pimpin' ain't dead,
these girls aren't even scared to give head![Sung]
Don't miss that train! Don't miss that weenie train!
{Hey, true dat, true dat!}
Don't miss that train! Don't miss that weenie train!
{We servin' gravy train!}
Don't miss that train! Don't miss that weenie train!
{All aboard the weenie train!}
Don't miss that train! Don't miss that weenie train!
{And don't be actin' ashamed!}(Oooooooh, here come that train!)Bridge 2(I think I can ...)




 ",69 Boyz,Da Train,Hip-Hop
16,"[{the fellas}]
[(the ladies)][Chorus [2x]:]
{Here kitty-kitty, here kitty-kitty-kittyyyyy!}
Aw, kitty kitty!
{Here kitty-kitty, here kitty-kitty-kittyyyyy!}
I thought I saw a puddy tat![Bridge A 2x:]
(What you doin'?) {Nuttin', hon! Uhh, uhh, I'm just nuttin', hon!}
(What you doin'?) {Nuttin', hon! Aww, honey-hon!}



Related




 






15 Huge Stars Who Were Backup Singers First







NEW SONG: Joyner Lucas - 'Lotto' - LYRICS







HOT SONG: YoungBoy Never Broke Again -'Drop'em' - LYRICS






 
 

Like I said, the party ain't dead,
These girls ain't even scared to give head!
[Verse 1:]
Girl, stop tryin' to be smooth
Make way for a brother to make the first move
You're tryin' to act nice and sweet
'Cause I know that you is a freak
So let a brother lick them paws
And run the tongue on the g-string draws
And tease the kitty just a little
Then stick my pole in the middle
Before I hit, let me ask
Did the dogs done hit in the path
'Cause if they ain't got they shots
Then the kitty might not get got
They say it ain't got a bad bone
In any ol 'eyes, it's gold
So girl, don't act seditty
Just give a brother some of that kitty!



Check Out







NEW SONG: Lil Yachty, Drake, & DaBaby - 'Oprah's Bank Account' - LYRICS







11 Delicious Misheard Lyrics About Food







NEW SONG: Lil Uzi Vert - 'Baby Pluto' - LYRICS







27 Best Ever Songs From Movie Soundtracks






 
 


[Chorus, Bridge A]Like I said, the party ain't dead,
All these chicken heads just scared!
[Verse 2:]
Kitties is cool and all that
But I like the real big cats
See, a cat got a little more strength
So they can take a little more length
You gotta feed a kitty real slow
But a cat can take a little bit mo'
So lay on down on the silk
So you can get a bowl of this milk
Then let's do it like dogs
I wanna see ya climb the walls
And once I get in them guts
I'ma do that straight cat strut
So please don't make a brother beg
To get inbetween them legs
Come on girl, have some pity
And give a brother some of that kitty![Bridge B 4x:]
True dat, true dat! True dat, true dat![Chorus][Jay-Ski:]
Jack and Jill went up the hill to fetch a pail of water
Jack came down, said ""Thank you ma'am, but uh, you got change for a quarter?"" Aaow![Bridge C 4x:]
{Oh, baby!} (Hey!)[Jay-Ski:]
Check it out!
Lil' Miss Muffet sat on a tuffet eatin' a bowl o' cream o' wheat
She gave me a show, whatta you know, that lil' [hoe] was a freak! Aaow![Bridge C][Jay-Ski:]
Check it!
Little Jack Horner sat in the corner beggin' this girl all night
She said no, he said ""Oh! You gon' come on down and take a hike, baby!""[Bridge C][Jay-Ski:]
Little Bo Peep lost her sheep, eyes were full of tears
I think girl need her [LONG BLEEP]; Whoot, there it is! Aaow![Bridge C, Bridge B, Chorus]




 ",69 Boyz,Kitty Kitty,Hip-Hop
17,"Better ride
You in tune to the sounds
Of the dance floor giants, 69
And we come to make you dance
And I brought my dogs wit me
Check it outHold up, wait a minute
Y'all dance, who think I'm pretty?
Loud man breakin' your town
We're the force to make ya get down
Know and a bigger mess in your plans
It beats nothing so I dance
69 mic on the ground, breakin' it down
Wantin' more time
But this time, it's for my dogs
South, North, all y'all
There's more little things in life to get (hot)
What about the one's in your (what)
Those that don't like huh?
Cuz me and my dogs are rightin' to get cool in it
Then I cut and chit chat, y'all where ya at? Where ya at?1- Woof woof
Where ya at? Where ya at?
Woof woof
Where ya at? Where ya at?
Woof woof
Where ya at? Where ya at? Where ya at?Repeat 1
Repeat 1
Repeat 1


Related




 






23 Boy Band Slow Jams That Made You Believe In Love







NEW SONG: Joyner Lucas - 'Lotto' - LYRICS







HOT SONG: YoungBoy Never Broke Again -'Drop'em' - LYRICS






 
 

This for the dogs in the lounge
And all the dogs in the grill
Can't be forgettin' the dogs in our town
That be keepin' it real
And all the dogs that we've known
They bark is worse than their bite
This for the dogs to get (high)
Here's one that I love
Say, yo, ladies? (Yeah?)
Whassup? I know y'all 'bout to give up
Light the 36 and tear the club up
If ya wit me dance a lil' bit
I know y'all lad' come to chill
Specially if y'all up on the bill
From the old up from A town
Cuz y'all like it cheaper right now
AKA as I get on my roll
Work that body down to the floor
Y'all just ain't afraid to vibrate
Shake it up 'till it breaks
And if ya get bump come see the father
Little girl, you know that I gotcha
And I want ya, like that
But for now, where ya at? Where ya at?
Where ya at girls?



Check Out







NEW SONG: Lil Yachty, Drake, & DaBaby - 'Oprah's Bank Account' - LYRICS







The Best Karaoke Songs Ever, Ranked







NEW SONG: Lil Uzi Vert - 'Baby Pluto' - LYRICS







15 Huge Stars Who Were Backup Singers First






 
 


Repeat 1
Repeat 1
Repeat 1
Repeat 1This is for my dogs in Dakota
And all my dogs in LA
Can't forget my dogs in New Orleans
Let's ride and ride it all day
Hands down, shake up, we all up in the mix
And it's about time we all break it down
And it goes a little something like thisYo, dog, you see a little something you like?
You say, here kittie kittie, here kittie kittie kittie
And she lookin' all good in the club tonight
You say here kittie kittie, here kittie kittie kittie
If you's a dog and you need a fix
Here kittie kittie, here kittie kittie kittieWe've been trying to tell y'all for years
That you need to open your ears
Take a trip down to the dirty south
And find out what is woof woof about
It's just a word we get call
No time for hype beats and huh
Cris-cross it all to make ya join
Wit the way that I bump bump bump
Ladies down from state to state
Cuz like y'all dogs, we operate
And when the bass of his glip
Well, ya must be in tune to hear what we hear
Just like ya ought to do
But inside of you
If not, we didn't come through
Knowin' the South is all of that
But for now I wanna know where the dogs is atRepeat 1
Repeat 1
Repeat 1
Repeat 1This for the dogs in Virginia
And the dogs in Indiana
And for the dogs out in Texas
Tennessee and Alabama
And for my dogs in Missouri
And for my dogs in North Carolina
And for my dogs in D.C.
And the ones in Mississippi
I know you dogs in Nebraska
New Mexico and Arizona
And the ones in Michigan
Milwaukee and Oklahoma
This for my dogs
Who got me riding out
From the North to the East and West
Again, in the dirty South, come onWoof Woof... Where ya at?
Woof Woof... Where ya at?
Woof Woof... Where ya at? Where ya at? Where ya at? (x 4)Woof Woof (x 24)




 ",69 Boyz,Woof Woof,Hip-Hop
18,"Intro:Here they come, here they come
Here they come, here they come
Here they come, here they come
Five O, Five O, there they go, there they go
Here they come, here they come
Here they come, here they come
Here they come, here they come
Bad Boys want it so, gotta go, gotta goVerse 1: 69 Boyz



Related




 






18 Non-Traditional Yet Perfect Wedding Songs







NEW SONG: Joyner Lucas - 'Lotto' - LYRICS







HOT SONG: YoungBoy Never Broke Again -'Drop'em' - LYRICS






 
 

Ooohweee, Five O on the creep
Raise the 6-4 off the concrete
Move quick, Bad Boys in hot pursuit
cos they think I got the loot
But, they got to catch my ChevroLET
I-M-P-A-L-A
OK, it gon' happen do'
cos the gas man's passed the flow
Y'know, the part of the night at Illusions
wit brainless seclusion
Uhh, if ya plan on jammin, then
my 6-4 best to keep scrammin
So hold on cos I'm dippin thru the alleyways
Roll down the window, po' out the Alize
Cos if we get a D-U-I
Then your ol' boys will go pop
cos here they come



Check Out







NEW SONG: Lil Yachty, Drake, & DaBaby - 'Oprah's Bank Account' - LYRICS







Songs You Love If You Love Nerds







NEW SONG: Lil Uzi Vert - 'Baby Pluto' - LYRICS







11 Delicious Misheard Lyrics About Food






 
 


Chorus:Here they come, here they come (Is it time to DIP?!?)
Here they come, here they come (Is it time to GO?!?)
Here they come, here they come (Is it time to DIP?!?)
Five O, Five O, there they go, there they go
Here they come, here they come (Is it time to DIP?!?)
Here they come, here they come (Is it time to GO?!?)
Here they come, here they come (Is it time to DIP?!?)
Bad Boys want it so, gotta go, gotta goVerse 2: 69 BoyzBad Boys, Bad Boys, what'cha gon' do?
You gotta catch me and my crew
but, if ya wanna see me in the back seat
huh, ya gotta win this track meet
Uh, now to win first place, be in good shape
and, prepare for a good chase
Cos I'm jumpin over gates and on top of Corvettes
like Tony Dorsett
And I bet that 'cha can't catch me though
cos donuts make you run slow, y'know
But you have a good chance, if
you take off the light blue pants, and
Call your boys on the CB, uhh
and tell em if they see me
to rope me down and hold me down
but first you gotta slow me down
Cos here they COME!ChorusVerse 3: 69 Boyz, K-KnockMe, K-Knock in the wrong
Uhh, tryin to get our party on
Wit our nukes, in the rearview
we see blue, K what we gon' do?Put that thing to the blow, yo
We gotta go, we gotta go, and
don't stop for one red light
til them boys' outta sight, aight
Makin sure them po-po's
say all they saw was a LS and mo' and mo'
Cos before we catch a case
we gotta throw dust in they faceAin't no thang for the love for the jerk
And let's put these po-po's to work, uhh
Cos when his tyres start to smoke, huhh
That's all she wrote, cos here they comeChorus:(Is it time to DIP?!?)
Here they come, here they come (Is it time to GO?!?)
Here they come, here they come (Is it time to DIP?!?)
Five O, Five O, there they go, there they go
Here they come, here they come (Is it time to DIP?!?)
Here they come, here they come (Is it time to GO?!?)
Here they come, here they come (Is it time to DIP?!?)
Five O, Five O, there they go, there they goHere they come, here they come (Is it time to DIP?!?)
Here they come, here they come (Is it time to GO?!?)
Here they come, here they come (Is it time to DIP?!?)
Five O, Five O, there they go, there they go




 ",69 Boyz,"Five O, Five O (here They Come)",Hip-Hop
19,"MAN: What's up, baby? They done had that last call for alcohol and
everything, what's up, you gon' come back to the 'mote with me or what?
WOMAN: But what about yo' girlfriend? She s'posed to be my friend.
MAN: Come on, come on, baby, don't worry 'bout her, I mean we can leave
here, go get something to eat. You hungry?
WOMAN: Mmm ... yeah ... I'm hungry a lil' bit. I just ...
MAN: Hey, you can bring your friends if you want, I got my boys back at
the hotel ... so what you gon' do?
WOMAN: (sigh) You really gon' pay my phone bill?
{Ooooh, I got a winner! I think I got a winner!}
Uh! Uh! Ahh baby, here we go now!1: Thrill Pa Dlaya
Hey baby doll, what's up? 'Scuse the mood, I'm a lil' bit bored
And normally, I don't try to take girls home after the club
But you got that flavor ride, and I'm kinda hungry
Not only that, strictly by myself, sometimes I tend to get lonely
So let's find this camp, and get a lil' something to eat
Get back to the 'mote and kick off them shoes so I can rub them feet
And we both dogs, baby, so we ain't got to joke
If you're down, I'll get to the car and we can head to the 'mote!


Related




 






23 Boy Band Slow Jams That Made You Believe In Love







NEW SONG: Joyner Lucas - 'Lotto' - LYRICS







HOT SONG: YoungBoy Never Broke Again -'Drop'em' - LYRICS






 
 

:
{Let's go to the motel, let's go to the 'mote
I won't tell if you don't tell!}
Jay-Ski:
{Let's go to the motel!} Girl, don't have no shame!
{I won't tell if you don't tell!} How you'll be gettin' that pocket
change!
{Let's go to the motel!} Girl, you know the deal!
{I won't tell if you don't tell!} How you'll be payin' that phone bill!
2: The Rottweiler
It's the last call for alcohol, baby, so let's leave the club
I wanna get in the tub and rub-a-dub, 'cause I'm in the mood for lo-ove ...
You wanted barbecue or mildew, girl, so what you wanna do?
We can go to the Hilton, Motel 6 or get a room at the Peek-A-Boo, uh
So eat your Wheaties, sweetie, and yo, you can best believe
Bring your toothbrush, a fresh pair of panties, yo, and that's all you need
So let's keep it a G thang, (?), uhh, and please don't go tell
That you're makin' noise with the 69 Boyz, so let's go to the motel, uhh!



Check Out







NEW SONG: Lil Yachty, Drake, & DaBaby - 'Oprah's Bank Account' - LYRICS







26 Best Breakup Songs Of All Time







NEW SONG: Lil Uzi Vert - 'Baby Pluto' - LYRICS







23 One Hit Wonders You Still Can't Get Out Of Your Head






 
 


Jay-Ski:
{Let's go to the motel!} And we can have some fun!
{I won't tell if you don't tell!} How you'll be gettin' them braids done!
{Let's go to the motel!} Girl, don't try to shine!
{I won't tell if you don't tell!} Where you workin' part time!{Ho-tel, mo-tel, I won't tell if you don't tell!} {Ooooh, I got a winner! I think I got a winner!} 3: Thrill Da Playa
Don't holler 'bout, I don't know ya, and you don't know me
'Cause if your booty big, then I'ma learn to dig your personality
I'm real, though; I ain't fake, heyyy, I want them skins
And you can bring your big booty buddies too;
I got a motel full of friends:
Danny, Tony T, Lemonhead, A.B., Daddy Black and Jay
You got three more fr




 ",69 Boyz,Da Mote(l),Hip-Hop
20,"Intro: Jay-Ski and A.B.
95 South and them Boyz 69,
Prepare for the stabbin' 'cause it's Ding-a-Ling time!
It ain't no interruption, so please unplug the phone
And get ready for the stabbin' from the Ding-a-Ling Song!
[Ding-ding-dong-a-ding-ding-da-dong-dong, hooh, da-dat, da-dat, da-dat]Jay-Ski:
Yeah, 69 Boyz in the house, b'lieve dat!
Backed up by the 95 South, and it goes like this, c'mon!Chorus(4x):
Ding ding dong a-ding ding da-dong dong, huh, true dat! True dat! True
dat!


Related




 






Match These Taylor Swift Songs to Her Ex-Boyfriends







NEW SONG: Joyner Lucas - 'Lotto' - LYRICS







HOT SONG: YoungBoy Never Broke Again -'Drop'em' - LYRICS






 
 

Verse 1: The Rotweiller and Thrill Da Playa
[RW] Yo, don't try to fake the funk on
Go on, give you ya milk-bone; the ding-dong
So mangy kitty-cat, get back, get back, get back, get back, uhh
'Cause I'm servin' well-done ground beef
Backed up by a glass of Sweet T
And you know my theme song, uhh, that ding-a-long
So just call me ""ball park"" 'cause I pump when you click your jaw
And girl, I'm surprised you took it all
'Cause I run you like a track meet
I can't wait, so jump in the back seat
In y' caddy, or bikini,
So get ready, for the (?)
And you know the words, so sing along
And prepare for the ding-ding-ding-along
[Th] Girl, you know you's a winner!
Tell me what you want for dinner!
How 'bout a six-pack of that
Ding-ding-dong, da-dat, da-dat
Help us, help us, 68!
Who do you appreciate?
The one that's singin' you a sweet song,
Or the one that's feedin' you ding-dong?
'Cause I can't sing too well,
But I can make that kitty-cat swell
So before I push up,
Hold your breath and wish yourself good luck!
This ain't ""I Dream of Jeannie""
And I ain't got no teeny weenie
Just call me King Kong:
Leader of the pack when it comes to ding-dong!



Check Out







NEW SONG: Lil Yachty, Drake, & DaBaby - 'Oprah's Bank Account' - LYRICS







The Best Karaoke Songs Ever, Ranked







NEW SONG: Lil Uzi Vert - 'Baby Pluto' - LYRICS







23 One Hit Wonders You Still Can't Get Out Of Your Head






 
 


ChorusJay-Ski: 95 South, get on the mic now!Verse 2: A.B. and Daddy Black
[AB] Ding-ding-dong-a-ding-ding-da-ding-dong!
Come on over for a game of ping-pong
I'll serve, 'cause girl, I like ya
Pass ya 'round and lemme spike ya
So let a nigga get on ya
Pretty baby, I'm gon-na
Call ya up one night to ring-a-ling
Put in your order for a 3-piece ding-a-ling
[DB] Or an extra crispy Dom dinner
I'm in her, yo fellas, I got a winner
'Cause I pack you with Dom till you fall asleep
Call me Black, or Daddy Dog Sheep
Hey yo, fellas, you gots to keep her,
'Cause a nigga like Black'll creep her
Hey yo, girl, you can't go wrong
With this ding-ding-dong-a-ding-ding-da-dong-dong!ChorusJay-Ski: It's the Booty Man!Verse 3: Booty Man and The Rotweiler
[BM] C'mon, c'mon, it's weenie-time
95 South down with 69
Ain't nuttin' but plumbers! You're gettin' weak,
'Cause I'm deep in ya stomach
And it ain't no shame
Hey girl, let's go to the ball game
If you're hungry, I'll feed ya
I got a menu, so let me read ya:
Hot smoked sausages and some salty peanuts
And great, big ol' hot-dawgs that'll sho'nuff fill ya up, right
But yo, don't try to eat too much
'Cause you know you might get choked -
But you can't play around with a ding-a-long sandwich,
'Cause it ain't no joke!
[RW] So when you come inside to fight tonight,
Be ready for the ding-a-ling
And you can bring your glove if you want this love,
So step inside the ring
I got left jabs and right jabs
And I'ma hit you below the belt
I talked to the surgeon general;
He said ding-a-ling was good for your health! Uhh!Chorus till fade




 ",69 Boyz,Ding Dong Song,Hip-Hop
